Authors,Title,Year,Cited by,Link,Index Keywords
"Toma T., Basu K., Rodrigues W., Galsworthy S.J.","A deep learning based method for heat pump dryer user classification",2018,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061549799&doi=10.1109%2fIECON.2018.8591328&partnerID=40&md5=e4fc540f954c65ec2a7ec55247428b7c","Automation; Classification (of information); Decision trees; Dryers (equipment); Energy utilization; Heat pump systems; Housing; Industrial electronics; Time series; Disaggregation; Learning-based methods; Machine learning methods; Random forest classification; Residential sectors; Smart energies; Smart homes; User classification; Deep learning"
"Rueda L., Cardenas A., Kelouwani S., Agbossou K.","Transient event classification based on wavelet neuronal network and matched filters",2018,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061555322&doi=10.1109%2fIECON.2018.8591684&partnerID=40&md5=83f1ae04436956fa736fcbd1aca599fc","Electric load management; Energy management; Energy management systems; Energy utilization; Industrial electronics; Information management; Neural networks; Neurons; Wavelet transforms; Home energy management systems; Home energy managements; Non-intrusive; Non-intrusive appliance load monitoring; Nonintrusive load monitoring; Reducing energy consumption; Transient event detection; Wavelet; Matched filters"
"Yan X., Zhai S., He G.","Non-intrusive Load Disaggregation Based on Time Probability Distribution and Super State of Appliances [基于时间概率分布与电器组合超状态的非侵入式负荷分解]",2018,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062194605&doi=10.7500%2fAEPS20180322009&partnerID=40&md5=2f95a4795b59336b678aa799de20c683","Domestic appliances; Maximum likelihood; Statistical tests; Disaggregation; Electrical appliances; Non-intrusive load-monitoring techniques; Nonintrusive load monitoring; Optimal solutions; S-super state matching; Super state; Time information; Electric load management"
"Chang F.-Y., Chen C., Lin S.-D.","An Empirical Study of Ladder Network and Multitask Learning on Energy Disaggregation in Taiwan",2018,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061432425&doi=10.1109%2fTAAI.2018.00028&partnerID=40&md5=eaa22b08ab69802864bd7b202bd9938c","Air conditioning; Artificial intelligence; Bottles; Electric power measurement; Energy conservation; Ladder networks; Ladders; Network architecture; Project management; Signal encoding; Smart meters; Television networks; Disaggregation; Electricity service; Electricity-consumption; Empirical studies; Industrial development; Multitask learning; Recent researches; Semi-supervised; Deep learning"
"Martins P.B.M., Gomes J.G.R.C., Nascimento V.B., De Freitas A.R.","Application of a Deep Learning Generative Model to Load Disaggregation for Industrial Machinery Power Consumption Monitoring",2018,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061059250&doi=10.1109%2fSmartGridComm.2018.8587415&partnerID=40&md5=042beb3f1ebeea3b7808df6605300650","Electric load management; Electric power transmission networks; Electric power utilization; Energy utilization; Hidden Markov models; Machinery; Smart power grids; Disaggregation; Electric energy consumption; Electricity meters; Generative model; Industrial machinery; Industrial machines; Learning Based Models; Nonintrusive load monitoring; Deep learning"
"Jorde D., Kriechbaumer T., Jacobsen H.-A.","Electrical Appliance Classification using Deep Convolutional Neural Networks on High Frequency Current Measurements",2018,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061043246&doi=10.1109%2fSmartGridComm.2018.8587452&partnerID=40&md5=044a88428e34257f075b5965dff2d0c5","Classification (of information); Convolution; Data mining; Electric current measurement; Electric power transmission networks; Energy utilization; Neural networks; Smart power grids; Classification tasks; Convolutional neural network; Electrical appliances; Extract informations; Hardware complexity; High-frequency current; Reduce energy consumption; Single-point measurement; Deep neural networks"
"Wang X., Wang J., Shi D., Khodayar M.E.","A Factorial Hidden Markov Model for Energy Disaggregation based on Human Behavior Analysis",2018,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060825558&doi=10.1109%2fPESGM.2018.8586047&partnerID=40&md5=efab611a3ee33c011866216e33472908","Behavioral research; Electric load management; Learning algorithms; Machine learning; Probability distributions; Supervised learning; Trellis codes; Consumption patterns; Disaggregation; HMMs; Human behavior analysis; NILM; Nonintrusive load monitoring; Prior distribution; Transition probabilities; Hidden Markov models"
"Jiao D., Yu H.Y., Wu X.","A New Construction Method for Load Signature Database of Load Identification",2018,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060895897&doi=10.1109%2fEI2.2018.8582520&partnerID=40&md5=7345f3fabf50116d0cfa58a4fcbe1caa","Database systems; Domestic appliances; Electric appliances; Electric load management; Energy efficiency; Dynamic signature; Inherent characteristics; Load identification; Multiple Classification; New constructions; Nonintrusive load monitoring; Running characteristic; Signature database; Classification (of information)"
"Wu S., Liu L.","Research on Features of Residential Loads and Establishment of Feature Library",2018,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060845454&doi=10.1109%2fEI2.2018.8582382&partnerID=40&md5=23930e14544eb0bda59c5dc8739989c4","Data acquisition; Electric power utilization; Energy conservation; Housing; Electrical appliances; Feature libraries; Load identification; Mathematical method; Residential electricity consumption; Residential loads; Visual Interface; Domestic appliances"
"Garcia P., Dominguez X., Chiza D., Restrepo J.","Non Intrusive Load Monitoring in Chaotic Switched Networks",2018,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060700079&doi=10.1109%2fETCM.2018.8580342&partnerID=40&md5=5d7919efe6c4b4249cf54a7fe32853f2","Disaggregation; Kernel methods; Non-intrusive; Non-linear regression; Nonintrusive load monitoring; Rlc loads; Total power consumption; Switching networks"
"Dan W., Li H.X., Ce Y.S.","Review of Non-intrusive Load Appliance Monitoring",2018,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060367754&doi=10.1109%2fIAEAC.2018.8577910&partnerID=40&md5=0f0687335aea45ff098c0eda9584cef6","Behavioral research; Electric power generation; Electric power utilization; Energy management; Extraction; Feature extraction; Information management; Current research status; Electricity companies; Electricity prices; Electricity-consumption; Load disaggregation; Load identification; Non-intrusive; Technical frameworks; Energy management systems"
"Mansson D.","Sizing Energy Storage Systems used to Improve Privacy from Smart Meter Readings for Users in Sweden",2018,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060201096&doi=10.1109%2fISGTEurope.2018.8571456&partnerID=40&md5=19b20a71727736e34520543fa284ce67","Electric energy storage; Electric power measurement; Electric power transmission networks; Smart meters; Constant power; Energy storage systems; Multiple user; Power profile; Storage capacity; Smart power grids"
"Tu J., Zhou M., Song X., Zhou G., Li G.","Comparison of supervised learning-based non-intrusive load monitoring algorithms [基于监督学习的非侵入式负荷监测算法比较]",2018,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062509375&doi=10.16081%2fj.issn.1006-6047.2018.12.019&partnerID=40&md5=261e392dc526176f6cea52da19596feb","Classification (of information); Electric load management; Housing; Machine learning; Nearest neighbor search; Network layers; Pattern recognition; Supervised learning; Computational performance; Electricity-consumption; Identification accuracy; K nearest neighbor algorithm; Load identification; Multi-layer perception; Nonintrusive load monitoring; SVM(support vector machine); Support vector machines"
"Avula R.R., Oechtering T.J., Mansson D.","Privacy-preserving smart meter control strategy including energy storage losses",2018,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060221839&doi=10.1109%2fISGTEurope.2018.8571537&partnerID=40&md5=b8e5db9073274092cdf90b5e66e97a22","Digital storage; Dynamic programming; Electric power transmission networks; Energy dissipation; Energy storage; Markov processes; Risk assessment; Risk perception; Smart meters; Smart power grids; State estimation; Statistical tests; Bayesian hypothesis; Energy storage systems; Household Consumption; Instantaneous control; Numerical experiments; One-step-ahead predictive control; Partially observable Markov decision process; Steady-state energies; Controllers"
"Zhang Z., He J., Zhu L., Ren K.","Non-intrusive load monitoring algorithms for privacy mining in smart grid",2018,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079112114&doi=10.1007%2f978-981-13-1483-4_2&partnerID=40&md5=dbba8df98ee0439cb820b2cf9e469799",
"Cao H., Liu S., Guan Z., Wu L., Deng H., Du X.","An efficient privacy-preserving algorithm based on randomized response in IoT-based smart grid",2018,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060296836&doi=10.1109%2fSmartWorld.2018.00160&partnerID=40&md5=58678d8ebad33a252b7390e025094c6b","Big data; Codes (symbols); Consumer behavior; Electric power transmission networks; Energy utilization; Smart city; Smart power grids; Trusted computing; Ubiquitous computing; Behavior characteristic; Behavior signature; Differential privacies; Energy consumption datum; Privacy preserving; Randomized response; Smart grid; Sparse coding; Internet of things"
"Zhang X., Luan Z., Zhang Z.","Steady state load decomposition method combining template matching with k-nearest neighbor algorithms",2018,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060283501&doi=10.1109%2fICSGCE.2018.8556765&partnerID=40&md5=af5a13bbc07e47df500b5569aa42d799","Electric load management; Electric power transmission networks; Harmonic analysis; Learning algorithms; MATLAB; Motion compensation; Nearest neighbor search; Quality control; Template matching; Text processing; Electrical appliances; K nearest neighbor algorithm; K-nearest neighbors; Load decompositions; Non-intrusive; Nonintrusive load monitoring; Steady state; Steady state loads; Smart power grids"
"Bernard T., Verbunt M., Bogel G.V., Wellmann T.","Non-Intrusive Load Monitoring (NILM): Unsupervised machine learning and feature fusion : ment for private and industrial applications",2018,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060300401&doi=10.1109%2fICSGCE.2018.8556735&partnerID=40&md5=0e35314042c0bcb64ca6523944c1c14d","Artificial intelligence; Cost effectiveness; Electric load management; Electric power transmission networks; Energy conservation; Energy efficiency; Energy utilization; Learning systems; Device identifications; Electrical features; Load disaggregation; Nonintrusive load monitoring; Smart metering; Unsupervised machine learning; Smart power grids"
"Pottker F., Lazzaretti A.E., Renaux D.P.B., Linhares R.R., Lima C.R.E., Ancelmo H.C., Mulinari B.M.","Non-intrusive load monitoring: A multi-agent architecture and results",2018,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076379013&doi=10.1109%2fEECS.2018.00067&partnerID=40&md5=58ecc6fc54b0eb2f7485883a393e4672","Circuit theory; Classification (of information); Decision trees; Discrete Fourier transforms; Discrete wavelet transforms; Electric load management; Feature extraction; Nearest neighbor search; Network architecture; Support vector machines; Classification results; Dataset; Disaggregation techniques; Identification of individuals; Machine learning methods; Multi agent; Multiagent architecture; Nonintrusive load monitoring; Multi agent systems"
"Saha R., Bera J.N., Sarkar G.","An alternate approach for power quality computation using sample shifting technique towards load characterization",2018,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050888718&doi=10.1016%2fj.measurement.2018.07.037&partnerID=40&md5=1f985c51a30b31d9c847c36419f6afae","Electric appliances; Firmware; Harmonic analysis; Harmonic distortion; Power quality; Quality control; Wave filters; Active and reactive power; Electrical parameter; Electrical performance; Harmonic power; Load characterization; Microcontroller-based; Signature analysis; Total harmonic distortion (THD); Domestic appliances"
"Le T.-T.-H., Kim H.","Non-intrusive load monitoring based on novel transient signal in household appliances with low sampling rate",2018,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059250416&doi=10.3390%2fen11123409&partnerID=40&md5=7a4ad455eb19ba8ac6d6fccbe65df2ac","Climate change; Data acquisition; Data mining; Decision trees; Domestic appliances; Energy utilization; Extraction; Feature extraction; Long short-term memory; Signal sampling; Disaggregation; Jetson TX2; LSTM; MCP39F511; NILM; Electric load management"
"Choksi K.A., Jain S.K.","Novel Computational-Index as a Representative Feature for Non-Intrusive Load Monitoring",2018,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060027145&doi=10.1109%2fICICSP.2018.8549773&partnerID=40&md5=a9c721330aa217138c4b89398b9c1b64","Classification (of information); Extraction; Learning systems; Signal processing; Classification accuracy; clustering; Load disaggregation; Multi label classification; Nonintrusive load monitoring; Residential building; Robust feature extractions; Smart grid; Electric load management"
"Ebrahim A.F., Mohammed O.A.","Energy disaggregation based deep learning techniques: A pre-processing stage to enhance the household load forecasting",2018,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059954708&doi=10.1109%2fIAS.2018.8544664&partnerID=40&md5=c8a27ec02d3b4173485a6945700f3ee0","Deep neural networks; Electric power plant loads; Forecasting; Network architecture; Disaggregation; Feed-forward artificial neural networks; Forecasting performance; Household load demands; Recurrent neural network (RNN); Renewable energy penetrations; Short term load forecasting; State-of-the-art techniques; Long short-term memory"
